Index,Class
343,12
344,15
345,8
346,6
347,13
348,9
349,10
350,9
351,13
352,6
353,14
354,9
355,6
356,8
357,9
358,11
359,14
360,10
361,11
362,1
363,15
364,1
365,3
366,10
367,7
368,3
369,14
370,9
371,10
372,10
373,7
374,9
375,5
376,10
377,6
378,6
379,9
380,10
381,6
382,3
383,15
384,7
385,0
386,12
387,9
388,12
389,14
390,4
391,18
392,11
393,11
394,11
395,5
396,4
397,4
398,9
399,5
400,16
401,6
402,15
403,9
404,5
405,4
406,14
407,3
408,12
409,3
410,5
411,15
412,2
413,5
414,1
415,12
416,7
417,11
418,6
419,7
420,7
421,13
422,9
423,5
424,7
425,15
426,10
427,10
428,5
429,11
430,8
431,0
432,11
433,6
434,6
435,9
436,15
437,3
438,3
439,12
440,10
441,7
442,13
443,10
444,17
445,9
446,10
447,3
448,11
449,6
450,3
451,6
452,10
453,11
454,15
455,11
456,14
457,11
458,5
459,2
460,9
461,13
462,12
463,10
464,9
465,4
466,9
467,10
468,16
469,10
470,10
471,6
472,8
473,10
474,5
475,18
476,9
477,7
478,17
479,9
480,7
481,6
482,6
483,10
484,14
485,8
486,8
487,5
488,9
489,12
490,9
491,2
492,17
493,6
494,4
495,13
496,7
497,12
498,9
499,9
500,10
501,12
502,15
503,8
504,12
505,7
506,8
507,17
508,10
509,5
510,12
511,9
512,9
513,6
514,8
515,16
516,10
517,14
518,12
519,5
520,10
521,11
522,5
523,2
524,10
525,2
526,4
527,11
528,3
529,3
530,13
531,4
532,10
533,2
534,10
535,12
536,11
537,15
538,4
539,12
540,1
541,16
542,12
543,1
544,11
545,4
546,9
547,4
548,11
549,10
550,3
551,10
552,13
553,1
554,8
555,9
556,3
557,8
558,10
559,10
560,4
561,12
562,7
563,7
564,16
565,7
566,4
567,5
568,10
569,5
570,5
571,10
572,8
573,7
574,12
575,9
576,11
577,12
578,10
579,11
580,18
581,5
582,12
583,7
584,13
585,10
586,6
587,13
588,10
589,13
590,1
591,11
592,4
593,11
594,9
595,8
596,14
597,12
598,16
599,3
600,8
601,8
602,3
603,13
604,11
605,0
606,2
607,14
608,1
609,17
610,7
611,14
612,5
613,2
614,3
615,10
616,8
617,6
618,10
619,13
620,3
621,3
622,8
623,16
624,4
625,13
626,14
627,9
628,8
629,7
630,5
631,10
632,4
633,10
634,8
635,7
636,11
637,8
638,12
639,9
640,8
641,3
642,9
643,4
644,7
645,14
646,12
647,12
648,15
649,5
650,15
651,10
652,2
653,6
654,6
655,8
656,6
657,13
658,2
659,9
660,6
661,9
662,13
663,10
664,16
665,13
666,7
667,9
668,5
669,5
670,7
671,15
672,5
673,9
674,9
675,5
676,3
677,7
678,6
679,18
680,9
681,9
682,4
683,8
684,4
685,13
686,12
687,1
688,11
689,1
690,16
691,4
692,11
693,11
694,2
695,4
696,6
697,14
698,17
699,15
700,10
701,9
702,17
703,7
704,5
705,9
706,8
707,3
708,10
709,6
710,0
711,5
712,15
713,10
714,11
715,10
716,8
717,11
718,4
719,10
720,12
721,3
722,18
723,2
724,7
725,10
726,12
727,3
728,2
729,15
730,2
731,8
732,7
733,13
734,10
735,6
736,7
737,8
738,17
739,5
740,2
741,16
742,9
743,3
744,10
745,7
746,8
747,8
748,1
749,14
750,14
751,6
752,8
753,14
754,16
755,7
756,8
757,8
758,6
759,3
760,12
761,12
762,7
763,8
764,8
765,9
766,5
767,13
768,3
769,10
770,11
771,12
772,2
773,11
774,14
775,7
776,15
777,11
778,12
779,6
780,13
781,9
782,6
783,12
784,4
785,9
786,12
787,7
788,4
789,13
790,17
791,6
792,9
793,7
794,9
795,8
796,9
797,16
798,5
799,16
800,9
801,10
802,13
803,10
804,14
805,13
806,11
807,13
808,14
809,8
810,5
811,9
812,6
813,16
814,16
815,6
816,11
817,4
818,7
819,13
820,8
821,11
822,10
823,12
824,5
825,7
826,9
827,12
828,6
829,3
830,12
831,4
832,9
833,16
834,9
835,7
836,10
837,3
838,9
839,3
840,12
841,18
842,9
843,2
844,7
845,9
846,7
847,16
848,2
849,7
850,9
851,14
852,10
853,4
854,5
855,11
856,4
857,3
858,2
859,10
860,7
861,5
862,13
863,10
864,17
865,9
866,15
867,16
868,9
869,7
870,4
871,12
872,13
873,8
874,16
875,16
876,9
877,3
878,10
879,15
880,3
881,11
882,2
883,12
884,4
885,2
886,7
887,12
888,10
889,2
890,14
891,7
892,7
893,7
894,14
895,13
896,15
897,10
898,16
899,8
900,12
901,11
902,8
903,10
904,15
905,8
906,11
907,9
908,9
909,9
910,11
911,8
912,6
913,4
914,9
915,8
916,9
917,11
918,9
919,15
920,8
921,10
922,13
923,7
924,2
925,8
926,10
927,4
928,7
929,10
930,3
931,10
932,13
933,2
934,3
935,11
936,4
937,9
938,11
939,2
940,7
941,11
942,6
943,14
944,2
945,10
946,9
947,10
948,5
949,14
950,10
951,8
952,16
953,15
954,14
955,16
956,9
957,8
958,9
959,6
960,5
961,6
962,15
963,13
964,11
965,10
966,9
967,14
968,12
969,15
970,3
971,10
972,4
973,7
974,7
975,10
976,9
977,15
978,9
979,8
980,9
981,9
982,7
983,0
984,10
985,5
986,13
987,11
988,14
989,10
990,15
991,8
992,2
993,10
994,10
995,6
996,13
997,6
998,7
999,8
1000,9
1001,10
1002,5
1003,10
1004,10
1005,5
1006,5
1007,4
1008,6
1009,3
1010,6
1011,14
1012,7
1013,12
1014,16
1015,4
1016,17
1017,12
1018,9
1019,6
1020,5
1021,3
1022,8
1023,13
1024,14
1025,15
1026,9
1027,4
1028,11
1029,4
1030,3
1031,8
1032,4
1033,6
1034,12
1035,1
1036,7
1037,2
1038,8
1039,3
1040,6
1041,16
1042,14
1043,11
1044,10
1045,7
1046,8
1047,14
1048,14
1049,2
1050,7
1051,7
1052,10
1053,1
1054,9
1055,2
1056,7
1057,9
1058,10
1059,16
1060,8
1061,4
1062,1
1063,12
1064,4
1065,2
1066,13
1067,1
1068,9
1069,13
1070,10
1071,5
1072,8
1073,8
1074,9
1075,13
1076,4
1077,9
1078,12
1079,5
1080,11
1081,16
1082,8
1083,10
1084,11
1085,9
1086,7
1087,8
1088,12
1089,9
1090,1
1091,4
1092,1
1093,8
1094,18
1095,12
1096,11
1097,10
1098,15
1099,12
1100,9
1101,11
1102,9
1103,11
1104,12
1105,17
1106,6
1107,10
1108,13
1109,9
1110,14
1111,4
1112,8
1113,16
1114,4
1115,3
1116,8
1117,6
1118,8
1119,8
1120,12
1121,2
1122,9
1123,5
1124,12
1125,15
1126,4
1127,4
1128,6
1129,6
1130,6
1131,17
1132,4
1133,5
1134,4
1135,6
1136,3
1137,16
1138,7
1139,14
1140,2
1141,7
1142,15
1143,9
1144,9
1145,11
1146,9
1147,9
1148,11
1149,10
1150,5
1151,11
1152,8
1153,14
1154,16
1155,11
1156,13
1157,7
1158,9
1159,2
1160,4
1161,12
1162,17
1163,12
1164,12
1165,14
1166,7
1167,4
1168,10
1169,10
1170,8
1171,16
1172,11
1173,7
1174,2
1175,15
1176,9
1177,11
1178,7
1179,5
1180,9
1181,6
1182,10
1183,9
1184,9
1185,2
1186,10
1187,12
1188,11
1189,13
1190,11
1191,6
1192,10
1193,8
1194,13
1195,5
1196,2
1197,13
1198,10
1199,9
1200,3
1201,12
1202,17
1203,4
1204,8
1205,8
1206,17
1207,12
1208,15
1209,13
1210,5
1211,8
1212,2
1213,9
1214,5
1215,13
1216,9
1217,6
1218,6
1219,11
1220,12
1221,13
1222,6
1223,15
1224,9
1225,5
1226,4
1227,5
1228,13
1229,10
1230,14
1231,12
1232,2
1233,5
1234,7
1235,9
1236,9
1237,8
1238,11
1239,6
1240,9
1241,12
1242,2
1243,9
1244,7
1245,1
1246,8
1247,7
1248,4
1249,3
1250,11
1251,6
1252,18
1253,9
1254,12
1255,11
1256,11
1257,9
1258,8
1259,7
1260,10
1261,0
1262,13
1263,10
1264,8
1265,9
1266,7
1267,9
1268,12
1269,10
1270,11
1271,6
1272,16
1273,12
1274,9
1275,8
1276,7
1277,14
1278,11
1279,9
1280,9
1281,14
1282,2
1283,5
1284,16
1285,8
1286,5
1287,7
1288,8
1289,11
1290,8
1291,13
1292,12
1293,13
1294,9
1295,10
1296,15
1297,10
1298,14
1299,16
1300,12
1301,4
1302,9
1303,6
1304,9
1305,1
1306,15
1307,2
1308,3
1309,12
1310,8
1311,9
1312,8
1313,9
1314,7
1315,1
1316,0
1317,8
1318,10
1319,12
1320,2
1321,8
1322,5
1323,12
1324,14
1325,16
1326,8
1327,11
1328,7
1329,10
1330,12
1331,14
1332,15
1333,6
1334,8
1335,6
1336,10
1337,9
1338,7
1339,5
1340,9
1341,6
1342,3
1343,11
1344,11
1345,10
1346,2
1347,6
1348,10
1349,2
1350,14
1351,10
1352,5
1353,4
1354,11
1355,1
1356,10
1357,14
1358,9
1359,8
1360,15
1361,14
1362,10
1363,7
1364,9
1365,6
1366,4
1367,5
1368,15
1369,8
1370,11
1371,5
1372,5
1373,10
1374,5
1375,14
1376,8
1377,3
1378,14
1379,9
1380,12
1381,10
1382,5
1383,8
1384,16
1385,4
1386,7
1387,5
1388,6
1389,4
1390,1
1391,9
1392,14
1393,14
1394,8
1395,15
1396,5
1397,16
1398,2
1399,7
1400,10
1401,13
1402,12
1403,17
1404,17
1405,7
1406,12
1407,9
1408,9
1409,9
1410,8
1411,3
1412,1
1413,11
1414,11
1415,5
1416,13
1417,17
1418,6
1419,4
1420,5
1421,1
1422,8
1423,7
1424,15
1425,6
1426,10
1427,11
1428,13
1429,6
1430,10
1431,1
1432,8
1433,14
1434,8
1435,11
1436,6
1437,9
1438,7
1439,1
1440,17
1441,10
1442,7
1443,7
1444,6
1445,6
1446,16
1447,10
1448,10
1449,3
1450,3
1451,13
1452,6
1453,4
1454,13
1455,2
1456,9
1457,8
1458,8
1459,10
1460,8
1461,11
1462,3
1463,5
1464,9
1465,6
1466,6
1467,13
1468,10
1469,14
1470,10
1471,12
1472,4
1473,12
1474,11
1475,9
1476,6
1477,8
1478,8
1479,8
1480,15
1481,9
1482,8
1483,9
1484,3
1485,7
1486,13
1487,10
1488,7
1489,12
1490,2
1491,11
1492,16
1493,17
1494,11
1495,5
1496,17
1497,6
1498,10
1499,7
1500,7
1501,15
1502,15
1503,9
1504,5
1505,8
1506,8
1507,8
1508,7
1509,0
1510,12
1511,4
1512,7
1513,9
1514,12
1515,13
1516,5
1517,4
1518,12
1519,11
1520,4
1521,14
1522,3
1523,13
1524,2
1525,8
1526,9
1527,6
1528,10
1529,10
1530,7
1531,14
1532,5
1533,9
1534,3
1535,11
1536,12
1537,0
1538,10
1539,9
1540,9
1541,15
1542,4
1543,11
1544,8
1545,18
1546,15
1547,8
1548,5
1549,10
1550,15
1551,1
1552,3
1553,7
1554,3
1555,17
1556,10
1557,4
1558,15
1559,9
1560,4
1561,16
1562,14
1563,4
1564,2
1565,7
1566,8
1567,13
1568,14
1569,3
1570,4
1571,9
1572,11
1573,18
1574,9
1575,14
1576,2
1577,5
1578,2
1579,6
1580,10
1581,5
1582,16
1583,8
1584,7
1585,7
1586,6
1587,12
1588,14
1589,11
1590,13
1591,11
1592,12
1593,14
1594,12
1595,8
1596,13
1597,1
1598,13
1599,6
1600,10
1601,6
1602,7
1603,6
1604,9
1605,2
1606,7
1607,3
1608,3
1609,3
1610,3
1611,1
1612,14
1613,17
1614,13
1615,10
1616,17
1617,4
1618,3
1619,10
1620,1
1621,11
1622,12
1623,13
1624,18
1625,2
1626,10
1627,9
1628,4
1629,1
1630,15
1631,2
1632,8
1633,5
1634,10
1635,7
1636,9
1637,14
1638,10
1639,8
1640,16
1641,12
1642,13
1643,8
1644,4
1645,7
1646,18
1647,3
1648,1
1649,10
1650,10
1651,11
1652,12
1653,14
1654,1
1655,6
1656,3
1657,11
1658,7
1659,8
1660,13
1661,10
1662,10
1663,9
1664,3
1665,6
1666,17
1667,16
1668,9
1669,13
1670,14
1671,9
1672,6
1673,4
1674,12
1675,12
1676,12
1677,18
1678,13
1679,3
1680,9
1681,13
1682,6
1683,16
1684,7
1685,1
1686,13
1687,11
1688,6
1689,4
1690,15
1691,14
1692,7
1693,17
1694,4
1695,8
1696,9
1697,8
1698,9
1699,13
1700,3
1701,7
1702,11
1703,9
1704,8
1705,8
1706,1
1707,5
1708,13
1709,6
1710,10
1711,15
1712,10
1713,8
1714,12
1715,5
1716,5
1717,10
1718,13
1719,14
1720,10
1721,12
1722,7
1723,14
1724,9
1725,9
1726,3
1727,5
1728,9
1729,14
1730,10
1731,12
1732,9
1733,3
1734,12
1735,2
1736,8
1737,9
1738,15
1739,1
1740,11
1741,2
1742,8
1743,11
1744,7
1745,8
1746,17
1747,11
1748,11
1749,7
1750,8
1751,0
1752,1
1753,11
1754,2
1755,10
1756,15
1757,11
1758,13
1759,4
1760,10
1761,15
1762,2
1763,3
1764,3
1765,15
1766,3
1767,3
1768,2
1769,17
1770,3
1771,6
1772,11
1773,3
1774,15
1775,9
1776,12
1777,4
1778,5
1779,8
1780,14
1781,7
1782,12
1783,7
1784,8
1785,5
1786,7
1787,11
1788,8
1789,8
1790,11
1791,0
1792,11
1793,10
1794,17
1795,10
1796,8
1797,4
1798,2
1799,7
1800,14
1801,13
1802,3
1803,11
1804,8
1805,14
1806,11
1807,7
1808,6
1809,3
1810,3
1811,4
1812,8
1813,8
1814,9
1815,8
1816,9
1817,12
1818,6
1819,10
1820,3
1821,17
1822,8
1823,8
1824,12
1825,12
1826,9
1827,14
1828,6
1829,10
1830,5
1831,7
1832,9
1833,3
1834,7
1835,2
1836,15
1837,12
1838,14
1839,16
1840,4
1841,9
1842,10
1843,10
1844,10
1845,3
1846,15
1847,10
1848,14
1849,5
1850,4
1851,17
1852,10
1853,9
1854,12
1855,7
1856,10
1857,2
1858,6
1859,7
1860,3
1861,4
1862,12
1863,5
1864,17
1865,10
1866,7
1867,10
1868,6
1869,6
1870,15
1871,4
1872,10
1873,6
1874,10
1875,14
1876,13
1877,6
1878,3
1879,8
1880,9
1881,4
1882,8
1883,11
1884,4
1885,10
1886,17
1887,5
1888,15
1889,3
1890,4
1891,10
1892,1
1893,13
1894,18
1895,10
1896,6
1897,10
1898,6
1899,5
1900,11
1901,4
1902,4
1903,15
1904,6
1905,9
1906,11
1907,15
1908,15
1909,8
1910,6
1911,8
1912,11
1913,15
1914,10
1915,16
1916,7
1917,10
1918,15
1919,6
1920,9
1921,11
1922,13
1923,1
1924,7
1925,7
1926,3
1927,16
1928,16
1929,5
1930,13
1931,9
1932,12
1933,14
1934,1
1935,9
1936,14
1937,5
1938,10
1939,12
1940,9
1941,11
1942,13
1943,15
1944,13
1945,12
1946,3
1947,13
1948,12
1949,11
1950,7
1951,16
1952,10
1953,4
1954,9
1955,13
1956,14
1957,8
1958,5
1959,11
1960,8
1961,10
1962,9
1963,9
1964,11
1965,12
1966,14
1967,12
1968,11
1969,14
1970,5
1971,12
1972,9
1973,12
1974,5
1975,4
1976,7
1977,8
1978,8
1979,11
1980,11
1981,14
1982,8
1983,12
1984,11
1985,14
1986,8
1987,9
1988,11
1989,12
1990,11
1991,13
1992,8
1993,14
1994,12
1995,3
1996,3
1997,5
1998,7
1999,8
2000,14
2001,5
2002,8
2003,12
2004,10
2005,16
2006,11
2007,13
2008,14
2009,9
2010,9
2011,8
2012,11
2013,2
2014,10
2015,15
2016,1
2017,14
2018,14
2019,17
2020,1
2021,13
2022,1
2023,5
2024,1
2025,9
2026,7
2027,8
2028,13
2029,14
2030,11
2031,9
2032,10
2033,10
2034,5
2035,10
2036,11
2037,6
2038,12
2039,6
2040,10
2041,9
2042,7
2043,2
2044,6
2045,9
2046,5
2047,4
2048,1
2049,9
2050,13
2051,8
2052,16
2053,15
2054,6
2055,13
2056,9
2057,7
2058,4
2059,11
2060,3
2061,1
2062,3
2063,3
2064,8
2065,6
2066,15
2067,3
2068,17
2069,11
2070,4
2071,12
2072,4
2073,11
2074,11
2075,12
2076,10
2077,10
2078,1
2079,10
2080,6
2081,10
2082,8
2083,4
2084,9
2085,9
2086,8
2087,1
2088,10
2089,17
2090,11
2091,6
2092,11
2093,11
2094,7
2095,10
2096,5
2097,16
2098,9
2099,15
2100,9
2101,6
2102,6
2103,6
2104,12
2105,12
2106,6
2107,11
2108,7
2109,8
2110,9
2111,6
2112,17
2113,13
2114,3
2115,4
2116,11
2117,5
2118,3
2119,1
2120,10
2121,14
2122,5
2123,10
2124,12
2125,15
2126,9
2127,2
2128,15
2129,3
2130,11
2131,11
2132,7
2133,9
2134,14
2135,15
2136,5
2137,11
2138,11
2139,4
2140,15
2141,10
2142,14
2143,8
2144,1
2145,8
2146,18
2147,10
2148,9
2149,0
2150,13
2151,9
2152,3
2153,10
2154,6
2155,8
2156,3
2157,8
2158,13
2159,8
2160,12
2161,7
2162,7
2163,4
2164,9
2165,13
2166,10
2167,15
2168,0
2169,3
2170,14
2171,15
2172,7
2173,5
2174,17
2175,8
2176,11
2177,12
2178,7
2179,10
2180,13
2181,14
2182,8
2183,8
2184,10
2185,11
2186,8
2187,3
2188,6
2189,1
2190,12
2191,6
2192,10
2193,4
2194,14
2195,15
2196,12
2197,4
2198,9
2199,11
2200,8
2201,9
2202,10
2203,7
2204,9
2205,8
2206,12
2207,3
2208,6
2209,9
2210,3
2211,11
2212,4
2213,16
2214,8
2215,12
2216,13
2217,9
2218,12
2219,11
2220,10
2221,7
2222,11
2223,6
2224,14
2225,15
2226,2
2227,10
2228,8
2229,6
2230,12
2231,10
2232,10
2233,8
2234,11
2235,5
2236,15
2237,0
2238,6
2239,10
2240,4
2241,12
2242,6
2243,7
2244,14
2245,15
2246,6
2247,13
2248,8
2249,13
2250,6
2251,9
2252,16
2253,12
2254,12
2255,17
2256,5
2257,9
2258,17
2259,9
2260,9
2261,6
2262,7
2263,13
2264,9
2265,6
2266,9
2267,12
2268,7
2269,1
2270,18
2271,10
2272,8
2273,4
2274,11
2275,9
2276,9
2277,7
2278,14
2279,5
2280,11
2281,13
2282,8
2283,12
2284,13
2285,12
2286,6
2287,1
2288,18
2289,9
2290,9
2291,8
2292,2
2293,11
2294,5
2295,11
2296,12
2297,4
2298,9
2299,4
2300,9
2301,2
2302,8
2303,6
2304,11
2305,9
2306,17
2307,7
2308,14
2309,8
2310,17
2311,5
2312,6
2313,11
2314,13
2315,8
2316,12
2317,10
2318,12
2319,9
2320,5
2321,12
2322,11
2323,16
2324,12
2325,6
2326,16
2327,13
2328,15
2329,9
2330,2
2331,13
2332,7
2333,9
2334,12
2335,7
2336,15
2337,10
2338,8
2339,10
2340,9
2341,9
2342,6
2343,9
2344,14
2345,10
2346,11
2347,5
2348,4
2349,4
2350,4
2351,16
2352,2
2353,18
2354,3
2355,16
2356,3
2357,14
2358,4
2359,11
2360,15
2361,11
2362,14
2363,7
2364,7
2365,9
2366,11
2367,12
2368,7
2369,8
2370,4
2371,15
2372,6
2373,5
2374,12
2375,6
2376,9
2377,13
2378,15
2379,13
2380,6
2381,2
2382,8
2383,12
2384,7
2385,9
2386,14
2387,6
2388,7
2389,5
2390,18
2391,10
2392,12
2393,7
2394,8
2395,6
2396,9
2397,4
2398,12
2399,12
2400,16
2401,10
2402,12
2403,6
2404,13
2405,11
2406,9
2407,7
2408,12
2409,4
2410,12
2411,5
2412,16
2413,9
2414,4
2415,9
2416,11
2417,7
2418,17
2419,11
2420,6
2421,13
2422,1
2423,16
2424,5
2425,10
2426,9
2427,9
2428,10
2429,15
2430,6
2431,7
2432,12
2433,11
2434,18
2435,5
2436,9
2437,3
2438,9
2439,8
2440,1
2441,9
2442,9
2443,4
2444,4
2445,10
2446,8
2447,7
2448,9
2449,16
2450,8
2451,3
2452,9
2453,16
2454,6
2455,15
2456,1
2457,9
2458,5
2459,14
2460,1
2461,6
2462,6
2463,13
2464,16
2465,11
2466,10
2467,15
2468,12
2469,8
2470,12
2471,5
2472,5
2473,3
2474,10
2475,14
2476,9
2477,12
2478,2
2479,9
2480,8
2481,2
2482,4
2483,7
2484,12
2485,6
2486,11
2487,2
2488,7
2489,17
2490,6
2491,13
2492,16
2493,15
2494,9
2495,9
2496,1
2497,4
2498,5
2499,7
2500,3
2501,7
2502,6
2503,10
2504,7
2505,9
2506,12
2507,8
2508,9
2509,16
2510,2
2511,8
2512,10
2513,10
2514,6
2515,8
2516,4
2517,6
2518,16
2519,12
2520,9
2521,3
2522,14
2523,5
2524,2
2525,3
2526,14
2527,1
2528,11
2529,12
2530,1
2531,5
2532,12
2533,17
2534,13
2535,7
2536,6
2537,4
2538,4
2539,11
2540,5
2541,15
2542,17
2543,13
2544,5
2545,10
2546,9
2547,9
2548,3
2549,8
2550,6
2551,8
2552,15
2553,1
2554,10
2555,3
2556,12
2557,8
2558,10
2559,10
2560,11
2561,2
2562,10
2563,9
2564,11
2565,9
2566,2
2567,17
2568,5
2569,2
2570,8
2571,10
2572,3
2573,6
2574,9
2575,5
2576,5
2577,9
2578,1
2579,5
2580,12
2581,5
2582,12
2583,9
2584,9
2585,11
2586,7
2587,5
2588,10
2589,12
2590,9
2591,16
2592,8
2593,10
2594,14
2595,6
2596,4
2597,10
2598,10
2599,12
2600,8
2601,16
2602,4
2603,2
2604,5
2605,13
2606,5
2607,7
2608,11
2609,7
2610,4
2611,9
2612,4
2613,10
2614,10
2615,13
2616,7
2617,13
2618,5
2619,6
2620,3
2621,7
2622,13
2623,13
2624,12
2625,9
2626,14
2627,13
2628,14
2629,15
2630,1
2631,8
2632,10
2633,13
2634,6
2635,7
2636,11
2637,6
2638,12
2639,7
2640,14
2641,6
2642,2
2643,8
2644,14
2645,13
2646,7
2647,8
2648,6
2649,11
2650,8
2651,5
2652,3
2653,10
2654,11
2655,8
2656,10
2657,9
2658,8
2659,4
2660,6
2661,5
2662,17
2663,5
2664,7
2665,5
2666,7
2667,10
2668,13
2669,8
2670,5
2671,5
2672,6
2673,8
2674,8
2675,14
2676,8
2677,14
2678,13
2679,0
2680,15
2681,9
2682,15
2683,13
2684,15
2685,5
2686,4
2687,13
2688,15
2689,4
2690,9
2691,8
2692,5
2693,13
2694,17
2695,16
2696,4
2697,10
2698,6
2699,3
2700,14
2701,14
2702,12
2703,8
2704,3
2705,13
2706,10
2707,15
2708,9
2709,14
2710,7
2711,12
2712,8
2713,7
2714,9
2715,10
2716,6
2717,14
2718,2
2719,2
2720,4
2721,14
2722,13
2723,7
2724,18
2725,13
2726,8
2727,6
2728,11
2729,7
2730,7
2731,5
2732,8
2733,8
2734,12
2735,8
2736,12
2737,5
2738,10
2739,10
2740,7
2741,13
2742,4
2743,17
2744,5
2745,14
2746,16
2747,9
2748,4
2749,11
2750,10
2751,6
2752,5
2753,11
2754,17
2755,12
2756,2
2757,8
2758,4
2759,9
2760,6
2761,8
2762,4
2763,11
2764,0
2765,9
2766,13
2767,1
2768,8
2769,3
2770,10
2771,14
2772,8
2773,15
2774,1
2775,8
2776,11
2777,8
2778,11
2779,6
2780,8
2781,5
2782,9
2783,6
2784,10
2785,9
2786,9
2787,10
2788,10
2789,7
2790,9
2791,14
2792,6
2793,10
2794,13
2795,3
2796,15
2797,6
2798,8
2799,7
2800,15
2801,11
2802,1
2803,3
2804,4
2805,8
2806,10
2807,10
2808,0
2809,7
2810,7
2811,2
2812,17
2813,5
2814,14
2815,3
2816,5
2817,7
2818,18
2819,12
2820,6
2821,13
2822,10
2823,0
2824,3
2825,15
2826,16
2827,14
2828,4
2829,10
2830,13
2831,11
2832,3
2833,13
2834,7
2835,10
2836,9
2837,5
2838,10
2839,9
2840,2
2841,6
2842,14
2843,6
2844,0
2845,5
2846,8
2847,4
2848,3
2849,16
2850,16
2851,12
2852,6
2853,15
2854,9
2855,11
2856,8
2857,6
2858,8
2859,4
2860,3
2861,3
2862,7
2863,7
2864,6
2865,14
2866,9
2867,5
2868,12
2869,12
2870,15
2871,12
2872,11
2873,9
2874,10
2875,7
2876,9
2877,14
2878,7
2879,10
2880,3
2881,5
2882,7
2883,11
2884,4
2885,14
2886,8
2887,10
2888,14
2889,10
2890,9
2891,8
2892,16
2893,7
2894,10
2895,8
2896,16
2897,14
2898,5
2899,2
2900,16
2901,13
2902,9
2903,17
2904,11
2905,14
2906,10
2907,8
2908,12
2909,6
2910,10
2911,12
2912,8
2913,6
2914,6
2915,10
2916,7
2917,10
2918,4
2919,4
2920,8
2921,9
2922,11
2923,13
2924,4
2925,10
2926,10
2927,14
2928,12
2929,12
2930,10
2931,9
2932,12
2933,12
2934,8
2935,7
2936,5
2937,17
2938,16
2939,13
2940,9
2941,16
2942,6
2943,10
2944,5
2945,11
2946,11
2947,15
2948,4
2949,6
2950,8
2951,11
2952,7
2953,7
2954,13
2955,14
2956,15
2957,15
2958,11
2959,7
2960,9
2961,12
2962,11
2963,7
2964,12
2965,4
2966,4
2967,5
2968,11
2969,3
2970,11
2971,15
2972,12
2973,6
2974,11
2975,10
2976,7
2977,13
2978,7
2979,11
2980,9
2981,9
2982,9
2983,9
2984,11
2985,8
2986,9
2987,3
2988,3
2989,9
2990,17
2991,11
2992,6
2993,3
2994,14
2995,12
2996,8
